tenant_id,store_name,item_category,amount,quantity,timestamp,zone
verdure,Verdure,BEAUTY,106.9,2,2026-05-15 16:13:03,beauty
lumiere_beauty,Lumière Beauty,BEAUTY,348.68,4,2026-05-09 13:33:47,beauty
pace_step,PaceStep,SPORTING,255.1,4,2026-05-20 19:04:03,sporting
bloom_and_co,Bloom & Co,BEAUTY,297.97,4,2026-05-09 13:05:44,beauty
apex_tech,Apex Tech,ELECTRONICS,160.32,3,2026-05-21 19:06:29,electronics
pixel_vault,PixelVault,ENTERTAINMENT,54.47,1,2026-05-15 10:52:18,entertainment
pixel_vault,PixelVault,ENTERTAINMENT,82.43,1,2026-05-17 12:19:22,entertainment
golden_fork,Golden Fork,FB,60.45,4,2026-05-18 18:56:27,food_court
brewpoint_coffee,Brewpoint Coffee,FB,63.61,3,2026-05-02 17:11:20,food_court
atelier_m,Atelier M,BEAUTY,102.32,2,2026-05-12 17:07:57,beauty
lumiere_beauty,Lumière Beauty,BEAUTY,53.32,1,2026-05-07 21:13:23,beauty
verdure,Verdure,BEAUTY,100.52,2,2026-05-11 12:14:11,beauty
apex_tech,Apex Tech,ELECTRONICS,58.31,1,2026-05-04 16:53:23,electronics
brewpoint_coffee,Brewpoint Coffee,FB,45.19,3,2026-05-25 10:15:50,food_court
golden_fork,Golden Fork,FB,25.86,2,2026-05-18 13:37:05,food_court
verdure,Verdure,BEAUTY,182.67,3,2026-05-05 17:01:33,beauty
lumiere_beauty,Lumière Beauty,BEAUTY,54.75,1,2026-05-12 16:39:25,beauty
pixel_vault,PixelVault,ENTERTAINMENT,266.68,4,2026-06-01 19:22:41,entertainment
atelier_m,Atelier M,BEAUTY,205.16,2,2026-05-02 10:55:27,beauty
brewpoint_coffee,Brewpoint Coffee,FB,45.38,2,2026-05-24 14:45:21,food_court
brewpoint_coffee,Brewpoint Coffee,FB,37.58,3,2026-05-22 20:11:52,food_court
golden_fork,Golden Fork,FB,92.32,4,2026-05-02 12:30:52,food_court
brewpoint_coffee,Brewpoint Coffee,FB,44.33,3,2026-05-07 10:04:48,food_court
pixel_vault,PixelVault,ENTERTAINMENT,163.47,3,2026-05-26 18:38:37,entertainment
bloom_and_co,Bloom & Co,BEAUTY,171.86,3,2026-05-28 18:58:15,beauty
brewpoint_coffee,Brewpoint Coffee,FB,62.36,4,2026-05-06 12:41:47,food_court
pixel_vault,PixelVault,ENTERTAINMENT,100.33,2,2026-05-22 11:17:40,entertainment
bloom_and_co,Bloom & Co,BEAUTY,112.46,2,2026-05-29 21:17:50,beauty
golden_fork,Golden Fork,FB,24.7,1,2026-05-23 12:33:48,food_court
pixel_vault,PixelVault,ENTERTAINMENT,52.27,1,2026-05-15 10:45:37,entertainment
bloom_and_co,Bloom & Co,BEAUTY,141.16,2,2026-05-05 14:38:51,beauty
cineplex_grand,Cineplex Grand,ENTERTAINMENT,158.57,2,2026-05-31 12:18:36,entertainment
brewpoint_coffee,Brewpoint Coffee,FB,51.6,3,2026-05-07 19:36:44,food_court
golden_fork,Golden Fork,FB,79.97,3,2026-05-16 11:06:18,food_court
lumiere_beauty,Lumière Beauty,BEAUTY,58.28,1,2026-05-07 19:32:39,beauty
pixel_vault,PixelVault,ENTERTAINMENT,193.81,3,2026-05-25 17:08:38,entertainment
cineplex_grand,Cineplex Grand,ENTERTAINMENT,191.82,3,2026-05-29 16:48:05,entertainment
golden_fork,Golden Fork,FB,26.36,1,2026-05-24 17:32:55,food_court
pace_step,PaceStep,SPORTING,168.88,2,2026-05-31 19:19:22,sporting
cineplex_grand,Cineplex Grand,ENTERTAINMENT,268.4,3,2026-05-24 18:59:19,entertainment
golden_fork,Golden Fork,FB,16.98,1,2026-05-13 12:35:26,food_court
atelier_m,Atelier M,BEAUTY,151.99,2,2026-05-23 20:06:41,beauty
atelier_m,Atelier M,BEAUTY,247.53,4,2026-05-12 19:15:37,beauty
lumiere_beauty,Lumière Beauty,BEAUTY,199.23,4,2026-05-07 12:15:15,beauty
bloom_and_co,Bloom & Co,BEAUTY,126.76,2,2026-05-20 14:57:05,beauty
atelier_m,Atelier M,BEAUTY,260.58,4,2026-05-28 16:26:30,beauty
lumiere_beauty,Lumière Beauty,BEAUTY,53.0,1,2026-05-14 16:12:21,beauty
cineplex_grand,Cineplex Grand,ENTERTAINMENT,267.49,4,2026-05-18 13:35:29,entertainment
bloom_and_co,Bloom & Co,BEAUTY,291.29,4,2026-05-23 12:59:19,beauty
atelier_m,Atelier M,BEAUTY,199.15,3,2026-06-01 19:42:24,beauty
pace_step,PaceStep,SPORTING,106.73,2,2026-05-28 16:47:56,sporting
lumiere_beauty,Lumière Beauty,BEAUTY,138.35,2,2026-05-19 10:22:10,beauty
pixel_vault,PixelVault,ENTERTAINMENT,94.85,1,2026-05-23 18:03:47,entertainment
pace_step,PaceStep,SPORTING,50.77,1,2026-05-22 14:53:37,sporting
lumiere_beauty,Lumière Beauty,BEAUTY,140.54,2,2026-05-14 21:15:15,beauty
lumiere_beauty,Lumière Beauty,BEAUTY,59.5,1,2026-05-06 18:54:14,beauty
cineplex_grand,Cineplex Grand,ENTERTAINMENT,69.88,1,2026-05-29 11:48:27,entertainment
pace_step,PaceStep,SPORTING,203.22,3,2026-05-11 19:01:50,sporting
verdure,Verdure,BEAUTY,282.82,4,2026-05-04 10:32:49,beauty
lumiere_beauty,Lumière Beauty,BEAUTY,274.16,4,2026-05-07 14:44:57,beauty
atelier_m,Atelier M,BEAUTY,188.8,3,2026-05-04 11:19:50,beauty
brewpoint_coffee,Brewpoint Coffee,FB,62.5,4,2026-05-22 17:33:34,food_court
lumiere_beauty,Lumière Beauty,BEAUTY,152.44,3,2026-05-20 10:38:03,beauty
golden_fork,Golden Fork,FB,34.26,2,2026-05-26 14:35:09,food_court
lumiere_beauty,Lumière Beauty,BEAUTY,190.7,2,2026-05-10 14:44:11,beauty
apex_tech,Apex Tech,ELECTRONICS,285.83,4,2026-05-12 10:04:51,electronics
bloom_and_co,Bloom & Co,BEAUTY,238.24,4,2026-05-27 19:24:42,beauty
pixel_vault,PixelVault,ENTERTAINMENT,143.6,2,2026-05-27 19:25:12,entertainment
brewpoint_coffee,Brewpoint Coffee,FB,17.06,1,2026-05-05 16:50:59,food_court
apex_tech,Apex Tech,ELECTRONICS,118.47,2,2026-05-26 10:36:41,electronics
bloom_and_co,Bloom & Co,BEAUTY,56.07,1,2026-05-07 20:44:58,beauty
cineplex_grand,Cineplex Grand,ENTERTAINMENT,100.55,2,2026-05-04 20:45:14,entertainment
pace_step,PaceStep,SPORTING,188.6,3,2026-05-27 17:21:17,sporting
golden_fork,Golden Fork,FB,37.13,3,2026-05-08 17:07:47,food_court
apex_tech,Apex Tech,ELECTRONICS,103.57,2,2026-05-06 16:01:35,electronics
cineplex_grand,Cineplex Grand,ENTERTAINMENT,169.82,3,2026-05-08 21:20:57,entertainment
bloom_and_co,Bloom & Co,BEAUTY,71.72,1,2026-05-04 15:56:06,beauty
golden_fork,Golden Fork,FB,12.51,1,2026-05-21 10:16:22,food_court
cineplex_grand,Cineplex Grand,ENTERTAINMENT,108.15,2,2026-05-04 19:00:26,entertainment
atelier_m,Atelier M,BEAUTY,198.57,4,2026-05-12 17:51:11,beauty
lumiere_beauty,Lumière Beauty,BEAUTY,64.28,1,2026-05-11 11:18:32,beauty
pace_step,PaceStep,SPORTING,59.24,1,2026-05-14 16:17:57,sporting
pace_step,PaceStep,SPORTING,52.02,1,2026-05-25 17:20:42,sporting
bloom_and_co,Bloom & Co,BEAUTY,91.23,1,2026-05-30 16:25:47,beauty
apex_tech,Apex Tech,ELECTRONICS,58.07,1,2026-05-06 13:35:59,electronics
bloom_and_co,Bloom & Co,BEAUTY,51.77,1,2026-05-28 17:25:33,beauty
brewpoint_coffee,Brewpoint Coffee,FB,13.02,1,2026-05-13 20:37:02,food_court
cineplex_grand,Cineplex Grand,ENTERTAINMENT,182.92,2,2026-05-16 18:20:53,entertainment
pace_step,PaceStep,SPORTING,198.88,3,2026-05-21 17:09:55,sporting
golden_fork,Golden Fork,FB,66.75,4,2026-05-29 19:41:07,food_court
brewpoint_coffee,Brewpoint Coffee,FB,63.19,4,2026-05-14 18:16:21,food_court
pixel_vault,PixelVault,ENTERTAINMENT,269.8,4,2026-05-11 14:44:48,entertainment
cineplex_grand,Cineplex Grand,ENTERTAINMENT,265.64,4,2026-05-29 18:57:57,entertainment
pace_step,PaceStep,SPORTING,274.35,3,2026-05-23 14:15:58,sporting
verdure,Verdure,BEAUTY,52.3,1,2026-05-14 13:06:22,beauty
atelier_m,Atelier M,BEAUTY,137.58,2,2026-05-26 21:49:16,beauty
pace_step,PaceStep,SPORTING,54.21,1,2026-05-08 16:49:56,sporting
cineplex_grand,Cineplex Grand,ENTERTAINMENT,365.15,4,2026-05-30 11:47:24,entertainment
cineplex_grand,Cineplex Grand,ENTERTAINMENT,70.25,1,2026-05-11 12:24:39,entertainment
bloom_and_co,Bloom & Co,BEAUTY,60.1,1,2026-05-29 13:31:33,beauty
apex_tech,Apex Tech,ELECTRONICS,261.59,4,2026-05-20 19:16:20,electronics
golden_fork,Golden Fork,FB,27.0,2,2026-05-28 18:27:44,food_court
apex_tech,Apex Tech,ELECTRONICS,365.13,4,2026-05-03 20:59:36,electronics
apex_tech,Apex Tech,ELECTRONICS,212.89,3,2026-05-25 17:42:31,electronics
brewpoint_coffee,Brewpoint Coffee,FB,37.42,3,2026-05-26 16:04:49,food_court
pixel_vault,PixelVault,ENTERTAINMENT,48.55,1,2026-05-15 21:55:03,entertainment
pixel_vault,PixelVault,ENTERTAINMENT,200.81,3,2026-06-01 17:15:57,entertainment
bloom_and_co,Bloom & Co,BEAUTY,102.28,2,2026-05-28 14:09:27,beauty
atelier_m,Atelier M,BEAUTY,99.33,1,2026-05-31 13:35:56,beauty
pace_step,PaceStep,SPORTING,52.77,1,2026-05-04 12:09:18,sporting
atelier_m,Atelier M,BEAUTY,225.06,4,2026-05-11 16:41:59,beauty
pace_step,PaceStep,SPORTING,171.06,2,2026-05-24 18:57:41,sporting
pace_step,PaceStep,SPORTING,269.34,3,2026-05-09 12:15:56,sporting
bloom_and_co,Bloom & Co,BEAUTY,265.93,4,2026-05-28 21:29:19,beauty
cineplex_grand,Cineplex Grand,ENTERTAINMENT,252.76,4,2026-05-29 13:50:30,entertainment
verdure,Verdure,BEAUTY,235.29,4,2026-05-07 10:18:25,beauty
pace_step,PaceStep,SPORTING,185.63,3,2026-05-13 17:39:22,sporting
apex_tech,Apex Tech,ELECTRONICS,95.36,1,2026-05-30 15:20:37,electronics
brewpoint_coffee,Brewpoint Coffee,FB,13.82,1,2026-05-07 20:26:49,food_court
apex_tech,Apex Tech,ELECTRONICS,234.07,4,2026-05-22 20:15:17,electronics
lumiere_beauty,Lumière Beauty,BEAUTY,345.62,4,2026-05-17 17:07:43,beauty
brewpoint_coffee,Brewpoint Coffee,FB,56.08,4,2026-05-28 18:42:13,food_court
lumiere_beauty,Lumière Beauty,BEAUTY,161.66,3,2026-05-07 15:40:25,beauty
apex_tech,Apex Tech,ELECTRONICS,50.45,1,2026-05-29 19:02:46,electronics
brewpoint_coffee,Brewpoint Coffee,FB,88.55,4,2026-05-16 18:48:20,food_court
lumiere_beauty,Lumière Beauty,BEAUTY,273.55,4,2026-05-04 10:27:39,beauty
verdure,Verdure,BEAUTY,412.27,4,2026-05-23 21:18:38,beauty
bloom_and_co,Bloom & Co,BEAUTY,132.74,2,2026-05-11 17:02:02,beauty
cineplex_grand,Cineplex Grand,ENTERTAINMENT,163.02,3,2026-05-28 20:25:55,entertainment
brewpoint_coffee,Brewpoint Coffee,FB,14.86,1,2026-05-13 15:13:18,food_court
apex_tech,Apex Tech,ELECTRONICS,53.26,1,2026-05-27 13:51:42,electronics
apex_tech,Apex Tech,ELECTRONICS,147.6,3,2026-05-28 10:05:26,electronics
bloom_and_co,Bloom & Co,BEAUTY,219.68,4,2026-05-15 18:09:42,beauty
brewpoint_coffee,Brewpoint Coffee,FB,13.97,1,2026-05-20 20:46:03,food_court
golden_fork,Golden Fork,FB,17.8,1,2026-05-26 20:09:28,food_court
golden_fork,Golden Fork,FB,41.31,3,2026-05-22 13:03:21,food_court
lumiere_beauty,Lumière Beauty,BEAUTY,204.79,4,2026-05-26 21:28:59,beauty
cineplex_grand,Cineplex Grand,ENTERTAINMENT,109.5,2,2026-06-01 20:00:20,entertainment
pace_step,PaceStep,SPORTING,69.92,1,2026-05-18 12:12:55,sporting
lumiere_beauty,Lumière Beauty,BEAUTY,229.61,4,2026-05-20 21:23:46,beauty
cineplex_grand,Cineplex Grand,ENTERTAINMENT,264.5,4,2026-05-08 14:16:36,entertainment
brewpoint_coffee,Brewpoint Coffee,FB,30.08,2,2026-05-21 11:47:41,food_court
verdure,Verdure,BEAUTY,225.39,4,2026-05-05 18:20:16,beauty
pixel_vault,PixelVault,ENTERTAINMENT,277.54,4,2026-05-27 12:16:04,entertainment
apex_tech,Apex Tech,ELECTRONICS,57.29,1,2026-05-15 10:08:29,electronics
cineplex_grand,Cineplex Grand,ENTERTAINMENT,57.24,1,2026-05-12 11:12:34,entertainment
bloom_and_co,Bloom & Co,BEAUTY,98.63,2,2026-06-01 15:18:30,beauty
pixel_vault,PixelVault,ENTERTAINMENT,98.55,1,2026-05-16 21:33:42,entertainment
pace_step,PaceStep,SPORTING,192.1,2,2026-05-03 16:14:18,sporting
cineplex_grand,Cineplex Grand,ENTERTAINMENT,60.66,1,2026-05-29 14:16:56,entertainment
golden_fork,Golden Fork,FB,30.12,2,2026-05-28 12:27:59,food_court
lumiere_beauty,Lumière Beauty,BEAUTY,142.62,2,2026-05-19 13:34:23,beauty
pixel_vault,PixelVault,ENTERTAINMENT,150.49,3,2026-05-19 14:04:45,entertainment
atelier_m,Atelier M,BEAUTY,98.51,1,2026-05-16 14:43:07,beauty
golden_fork,Golden Fork,FB,73.7,4,2026-05-17 19:02:45,food_court
pixel_vault,PixelVault,ENTERTAINMENT,144.39,3,2026-05-19 10:58:11,entertainment
cineplex_grand,Cineplex Grand,ENTERTAINMENT,174.29,3,2026-05-27 21:58:24,entertainment
apex_tech,Apex Tech,ELECTRONICS,311.96,3,2026-05-23 19:44:35,electronics
verdure,Verdure,BEAUTY,121.07,2,2026-05-06 21:52:04,beauty
pixel_vault,PixelVault,ENTERTAINMENT,63.2,1,2026-05-27 13:37:25,entertainment
cineplex_grand,Cineplex Grand,ENTERTAINMENT,143.12,2,2026-05-04 10:34:34,entertainment
pixel_vault,PixelVault,ENTERTAINMENT,167.39,3,2026-05-13 16:57:37,entertainment
pace_step,PaceStep,SPORTING,213.49,3,2026-05-21 14:07:03,sporting
cineplex_grand,Cineplex Grand,ENTERTAINMENT,257.73,4,2026-05-27 17:52:36,entertainment
verdure,Verdure,BEAUTY,249.17,4,2026-05-29 21:28:01,beauty
pace_step,PaceStep,SPORTING,66.9,1,2026-05-22 10:00:54,sporting
lumiere_beauty,Lumière Beauty,BEAUTY,62.09,1,2026-05-29 11:51:44,beauty
verdure,Verdure,BEAUTY,62.62,1,2026-05-22 13:25:39,beauty
lumiere_beauty,Lumière Beauty,BEAUTY,218.36,3,2026-05-03 17:17:58,beauty
verdure,Verdure,BEAUTY,158.32,3,2026-05-08 17:41:01,beauty
lumiere_beauty,Lumière Beauty,BEAUTY,61.74,1,2026-05-25 21:38:20,beauty
verdure,Verdure,BEAUTY,174.74,2,2026-05-30 14:08:21,beauty
lumiere_beauty,Lumière Beauty,BEAUTY,88.81,1,2026-05-24 19:07:23,beauty
bloom_and_co,Bloom & Co,BEAUTY,96.59,1,2026-05-31 13:43:36,beauty
lumiere_beauty,Lumière Beauty,BEAUTY,69.6,1,2026-05-20 19:02:58,beauty
atelier_m,Atelier M,BEAUTY,170.62,3,2026-05-06 21:38:48,beauty
lumiere_beauty,Lumière Beauty,BEAUTY,116.7,2,2026-06-01 13:00:17,beauty
pixel_vault,PixelVault,ENTERTAINMENT,61.08,1,2026-05-08 14:01:13,entertainment
apex_tech,Apex Tech,ELECTRONICS,129.58,2,2026-05-25 15:13:53,electronics
verdure,Verdure,BEAUTY,69.85,1,2026-05-12 13:11:37,beauty
atelier_m,Atelier M,BEAUTY,55.41,1,2026-05-27 10:23:35,beauty
brewpoint_coffee,Brewpoint Coffee,FB,26.4,1,2026-05-24 16:04:02,food_court
brewpoint_coffee,Brewpoint Coffee,FB,30.38,2,2026-05-13 19:14:00,food_court
atelier_m,Atelier M,BEAUTY,91.05,1,2026-05-03 13:24:54,beauty
golden_fork,Golden Fork,FB,24.28,1,2026-05-09 13:22:30,food_court
verdure,Verdure,BEAUTY,67.35,1,2026-05-19 17:47:07,beauty
lumiere_beauty,Lumière Beauty,BEAUTY,175.13,2,2026-05-17 18:45:46,beauty
verdure,Verdure,BEAUTY,230.46,4,2026-05-11 21:43:57,beauty
golden_fork,Golden Fork,FB,57.24,3,2026-05-03 18:59:01,food_court
